name,year,frequency
technique,67,123
digital,67,73
energies,67,97
logiciel,67,68
formation,67,378
electrique,67,60
education,68,100
tech,68,44
techniques,68,64
technique,68,118
digital,68,73
energies,68,93
logiciel,68,73
formation,68,341
electrique,68,54
education,69,83
tech,69,62
techniques,69,63
technique,69,122
digital,69,76
energies,69,91
logiciel,69,70
formation,69,311
electrique,69,49
education,70,74
tech,70,60
techniques,70,64
technique,70,114
digital,70,76
energies,70,98
logiciel,70,69
formation,70,309
electrique,70,54
education,71,70
tech,71,43
techniques,71,59
technique,71,106
digital,71,77
energies,71,97
logiciel,71,60
formation,71,294
electrique,71,62
education,72,74
tech,72,59
techniques,72,63
technique,72,109
digital,72,76
energies,72,87
logiciel,72,53
formation,72,261
electrique,72,61
education,73,78
tech,73,77
techniques,73,67
technique,73,108
digital,73,75
energies,73,77
logiciel,73,54
formation,73,248
electrique,73,64
education,74,80
tech,74,68
techniques,74,60
technique,74,103
digital,74,72
energies,74,75
logiciel,74,50
formation,74,244
electrique,74,61
education,75,83
tech,75,61
techniques,75,69
technique,75,94
digital,75,68
energies,75,69
logiciel,75,50
formation,75,258
electrique,75,53
education,76,82
tech,76,50
techniques,76,73
technique,76,97
digital,76,61
energies,76,65
logiciel,76,52
formation,76,268
electrique,76,58
education,77,83
tech,77,39
techniques,77,68
technique,77,96
digital,77,55
energies,77,62
logiciel,77,57
formation,77,262
electrique,77,56
education,78,91
tech,78,34
techniques,78,56
technique,78,88
digital,78,55
energies,78,55
logiciel,78,64
formation,78,241
electrique,78,53
education,79,93
tech,79,39
techniques,79,56
technique,79,99
digital,79,59
energies,79,57
logiciel,79,64
formation,79,268
electrique,79,54
education,80,89
tech,80,53
techniques,80,65
technique,80,115
digital,80,54
energies,80,61
logiciel,80,68
formation,80,288
electrique,80,50
education,81,80
tech,81,74
techniques,81,58
technique,81,126
digital,81,56
energies,81,56
logiciel,81,53
formation,81,244
electrique,81,40
