name,year,frequency
manchester,58,68
monaco,58,52
om,58,38
bayern,58,35
marseille,59,142
liverpool,59,58
barca,59,369
psg,59,192
chelsea,59,66
madrid,59,178
manchester,59,68
monaco,59,39
om,59,35
bayern,59,30
marseille,60,170
liverpool,60,106
barca,60,373
psg,60,239
chelsea,60,154
madrid,60,569
manchester,60,97
monaco,60,60
om,60,42
bayern,60,55
marseille,61,218
liverpool,61,133
barca,61,370
psg,61,219
chelsea,61,133
madrid,61,930
manchester,61,189
monaco,61,82
om,61,44
bayern,61,55
marseille,62,179
liverpool,62,99
barca,62,442
psg,62,180
chelsea,62,33
madrid,62,664
manchester,62,149
monaco,62,64
om,62,37
bayern,62,31
marseille,63,113
liverpool,63,146
barca,63,491
psg,63,215
chelsea,63,25
madrid,63,571
manchester,63,37
monaco,63,50
om,63,25
bayern,63,39
marseille,64,89
liverpool,64,131
barca,64,480
psg,64,231
chelsea,64,17
madrid,64,481
manchester,64,23
monaco,64,39
om,64,25
bayern,64,35
marseille,65,112
liverpool,65,30
barca,65,524
psg,65,279
chelsea,65,29
madrid,65,229
manchester,65,22
monaco,65,32
om,65,29
bayern,65,46
marseille,66,136
liverpool,66,23
barca,66,604
psg,66,324
chelsea,66,48
madrid,66,176
manchester,66,30
monaco,66,45
om,66,29
bayern,66,53
marseille,67,106
liverpool,67,20
barca,67,624
psg,67,295
chelsea,67,42
madrid,67,152
manchester,67,44
monaco,67,73
om,67,37
bayern,67,129
marseille,68,102
liverpool,68,34
barca,68,581
psg,68,301
chelsea,68,53
madrid,68,151
manchester,68,76
monaco,68,128
om,68,49
bayern,68,197
marseille,69,117
liverpool,69,76
barca,69,502
psg,69,352
chelsea,69,62
madrid,69,129
manchester,69,134
monaco,69,167
om,69,49
bayern,69,110
marseille,70,163
liverpool,70,68
barca,70,369
psg,70,395
chelsea,70,58
madrid,70,139
manchester,70,132
monaco,70,136
om,70,49
bayern,70,62
marseille,71,156
liverpool,71,24
barca,71,322
psg,71,414
chelsea,71,44
madrid,71,129
manchester,71,60
monaco,71,108
om,71,39
bayern,71,130
marseille,72,124
liverpool,72,36
barca,72,278
psg,72,343
chelsea,72,24
madrid,72,100
manchester,72,45
monaco,72,91
om,72,28
bayern,72,149
marseille,73,170
liverpool,73,46
barca,73,223
psg,73,300
chelsea,73,46
madrid,73,159
manchester,73,67
monaco,73,111
om,73,32
bayern,73,90
marseille,74,213
liverpool,74,53
barca,74,194
psg,74,342
chelsea,74,50
madrid,74,167
manchester,74,56
monaco,74,131
om,74,39
bayern,74,106
marseille,75,165
liverpool,75,46
barca,75,137
psg,75,266
chelsea,75,39
madrid,75,111
manchester,75,42
monaco,75,157
om,75,30
bayern,75,119
marseille,76,77
liverpool,76,27
barca,76,68
psg,76,89
chelsea,76,27
madrid,76,79
manchester,76,32
monaco,76,150
om,76,12
bayern,76,53
marseille,77,50
liverpool,77,26
barca,77,40
psg,77,36
chelsea,77,14
madrid,77,70
manchester,77,21
monaco,77,70
om,77,8
bayern,77,20
marseille,78,49
liverpool,78,25
barca,78,124
psg,78,150
chelsea,78,18
madrid,78,89
manchester,78,28
monaco,78,45
om,78,13
bayern,78,24
marseille,79,76
liverpool,79,21
barca,79,193
psg,79,228
chelsea,79,55
madrid,79,131
manchester,79,55
monaco,79,70
om,79,25
bayern,79,37
marseille,80,105
liverpool,80,34
barca,80,192
psg,80,254
chelsea,80,76
madrid,80,165
manchester,80,60
monaco,80,127
om,80,40
bayern,80,55
marseille,81,126
liverpool,81,32
barca,81,169
psg,81,314
chelsea,81,64
madrid,81,106
manchester,81,41
monaco,81,111
om,81,84
bayern,81,82
