name,year,frequency
Jesus-Snap,64,766
Ukraine-Cryptos,64,801
Covid-cuisine,64,17
Film,65,636
Automobile,65,404
Musique,65,1330
Animaux,65,237
Sports,65,2213
Voyages,65,719
Gaming,65,1791
Divertissement,65,1422
Politique,65,1375
Beaute,65,1340
Education,65,1054
Associatif,65,2863
Actualites,65,1814
Clubs_foot,65,1337
Fortnite,65,2879
Jesus-Snap,65,740
Ukraine-Cryptos,65,660
Covid-cuisine,65,16
Film,66,636
Automobile,66,408
Musique,66,1381
Animaux,66,239
Sports,66,2281
Voyages,66,753
Gaming,66,1816
Divertissement,66,1430
Politique,66,1343
Beaute,66,1322
Education,66,1020
Associatif,66,2950
Actualites,66,1709
Clubs_foot,66,1473
Fortnite,66,2422
Jesus-Snap,66,745
Ukraine-Cryptos,66,533
Covid-cuisine,66,18
Film,67,679
Automobile,67,437
Musique,67,1323
Animaux,67,269
Sports,67,2270
Voyages,67,793
Gaming,67,2051
Divertissement,67,1474
Politique,67,1345
Beaute,67,1326
Education,67,1012
Associatif,67,3085
Actualites,67,1733
Clubs_foot,67,1527
Fortnite,67,2367
Jesus-Snap,67,763
Ukraine-Cryptos,67,486
Covid-cuisine,67,17
Film,68,663
Automobile,68,452
Musique,68,1312
Animaux,68,296
Sports,68,2332
Voyages,68,776
Gaming,68,2194
Divertissement,68,1418
Politique,68,1261
Beaute,68,1270
Education,68,963
Associatif,68,3030
Actualites,68,1600
Clubs_foot,68,1676
Fortnite,68,2371
Jesus-Snap,68,766
Ukraine-Cryptos,68,419
Covid-cuisine,68,11
Film,69,624
Automobile,69,387
Musique,69,1296
Animaux,69,289
Sports,69,2333
Voyages,69,730
Gaming,69,2230
Divertissement,69,1310
Politique,69,1216
Beaute,69,1239
Education,69,931
Associatif,69,2879
Actualites,69,1464
Clubs_foot,69,1703
Fortnite,69,2869
Jesus-Snap,69,745
Ukraine-Cryptos,69,403
Covid-cuisine,69,11
Film,70,601
Automobile,70,367
Musique,70,1328
Animaux,70,296
Sports,70,2324
Voyages,70,692
Gaming,70,2081
Divertissement,70,1336
Politique,70,1240
Beaute,70,1272
Education,70,923
Associatif,70,2854
Actualites,70,1530
Clubs_foot,70,1575
Fortnite,70,2635
Jesus-Snap,70,745
Ukraine-Cryptos,70,418
Covid-cuisine,70,9
Film,71,581
Automobile,71,374
Musique,71,1447
Animaux,71,298
Sports,71,2273
Voyages,71,640
Gaming,71,1892
Divertissement,71,1392
Politique,71,1389
Beaute,71,1322
Education,71,872
Associatif,71,2908
Actualites,71,1658
Clubs_foot,71,1429
Fortnite,71,2062
Jesus-Snap,71,751
Ukraine-Cryptos,71,473
Covid-cuisine,71,8
Film,72,617
Automobile,72,372
Musique,72,1501
Animaux,72,258
Sports,72,1994
Voyages,72,595
Gaming,72,2121
Divertissement,72,1440
Politique,72,1539
Beaute,72,1357
Education,72,847
Associatif,72,2935
Actualites,72,1763
Clubs_foot,72,1223
Fortnite,72,2538
Jesus-Snap,72,759
Ukraine-Cryptos,72,530
Covid-cuisine,72,10
Film,73,656
Automobile,73,386
Musique,73,1474
Animaux,73,230
Sports,73,2026
Voyages,73,611
Gaming,73,2215
Divertissement,73,1468
Politique,73,1531
Beaute,73,1364
Education,73,850
