name,year,frequency
evenement,72,70
aventures,72,94
aventure,72,110
vacances,72,28
qatar,72,49
barcelone,73,148
usa,73,123
evenement,73,69
aventures,73,94
aventure,73,109
vacances,73,24
qatar,73,42
barcelone,74,147
usa,74,136
evenement,74,68
aventures,74,100
aventure,74,107
vacances,74,27
qatar,74,33
barcelone,75,96
usa,75,128
evenement,75,64
aventures,75,107
aventure,75,119
vacances,75,26
qatar,75,185
barcelone,76,38
usa,76,162
evenement,76,69
aventures,76,106
aventure,76,139
vacances,76,18
qatar,76,479
barcelone,77,14
usa,77,158
evenement,77,64
aventures,77,110
aventure,77,131
vacances,77,20
qatar,77,445
barcelone,78,59
usa,78,102
evenement,78,63
aventures,78,116
aventure,78,112
vacances,78,40
qatar,78,185
barcelone,79,121
usa,79,99
evenement,79,60
aventures,79,104
aventure,79,107
vacances,79,46
qatar,79,61
barcelone,80,129
usa,80,103
evenement,80,60
aventures,80,84
aventure,80,105
vacances,80,48
qatar,80,18
barcelone,81,83
usa,81,108
evenement,81,67
aventures,81,67
aventure,81,111
vacances,81,39
qatar,81,14
